reviewId,content,score,translated_text,clean_text
02651329-dc69-43b5-bd23-fa404ae4334c,Aplikasi nyusain. Baru ini ada aplikasi kaya gini. Daftar dan verifikasi susah.,1,Customized application. Recently there was an application like this. Registering and verifying is difficult.,customized application recently application like registering verifying difficult
34fc9a7c-295d-466f-a164-4e637a953abd,mantap,5,solid,solid
510f61f4-5ad0-4a75-80c9-0072b15bab46,Di-update gagal terus dr pagi sampai malam instal susah,1,"The update failed continuously from morning until evening, installation was difficult",update failed continuously morning evening installation difficult
46d43813-740e-432b-b9eb-4df562822bc0,Alhamdulillah jadi lebih mudah satset dari rumah,5,"Thank God, it's easier to set up from home",thank god easier set home
2b33eab1-f0b2-4225-b7f9-ea20e04727ee,kak kok nggak bisa mndptkan captcha ya,1,"Bro, how come you can't get the captcha?",bro come cant get captcha
e072519c-8af6-4f5f-9f78-e24a51251c31,Aplikasi tolol gak dibuka dua Minggu aja suruh login ulang Logout terus tolong di perbaiki mudahkan urusan orang jangan persulit urusan orang,1,"Stupid app won't open for two weeks, just tell me to log in again. Log out and please fix it. Make things easier for people, don't make things difficult for people.",stupid app wont open two week tell log log please fix make thing easier people dont make thing difficult people
3b4058b5-c606-4b90-a5e0-f26359bd45e6,Sangat membantu,5,Very helpful,helpful
25eda26a-3b54-4ca2-a42c-7a18b9286b36,gaje banget mau verifikasi wajah aja gagal terus. udah punya akun aja segala gabisa login login. tolong dong ini aplikasi dibikin yg bener jangan menyusahkan,1,"It's really annoying to want to verify your face and it keeps failing. I already have an account and can't log in. Please make this application correctly, don't make it difficult",really annoying want verify face keep failing already account cant log please make application correctly dont make difficult
a256ac2c-0b0b-4fa6-ab49-998eee0d67d7,susah sekali ngirim kode Verifikasi,1,It's very difficult to send the verification code,difficult send verification code
6bb98bb2-b574-4f71-ab1d-16d9f12ef1ea,"tidak bisa digunakan, aplikasi sampah",1,"unusable, trash app",unusable trash app
7cea972b-ef4f-4b30-bae1-8e3a71002cda,Bagus,5,Good,good
d62e6d9d-395b-4b71-b4d7-fb9dbfd5ba4e,Call center 165 fast respon ketika peserta menanyakan informasi kelas rawat.,5,Call center 165 responds quickly when participants ask for information on treatment classes.,call center responds quickly participant ask information treatment class
8e874e54-0141-4b08-8494-c3e77f9eebcc,Oke,5,Too much,much
9aa59096-8578-4380-b546-fca3040118ec,Sungguh sangat amat sangat BURUK .. sampe mau nangis,1,"It's really, really, really BAD... I want to cry",really really really bad want cry
41683496-cb2f-4ff3-9aec-ee3043e3a940,Keseluruhan sudah baik. Namun saat coba ubah faskes atau data terdapat sesi biometrik untuk verifikasi wajah yang mengharuskan seseorang tersenyum. mungkin ini hal bisa di pertimbangkan lagi karena ga semua orang dapat tersenyum terutama untuk seseorang yang mengalami stroke atau kondisi fisik pada wajah yang teridentifikasi tidak tersenyum.,2,"Overall is good. However, when you try to change health facilities or data, there is a biometric session for facial verification that requires a person to smile. Maybe this can be considered again because not everyone can smile, especially someone who has had a stroke or has a physical condition on the face that is identified as not smiling.",overall good however try change health facility data biometric session facial verification requires person smile maybe considered everyone smile especially someone stroke physical condition face identified smiling
e8d8fd41-7cfc-4335-a16b-506535e1d15a,Ok mantap,5,"OK, great",ok great
52cd8d38-11fe-4610-a495-51daed263769,aplikasi sampah kayak mana pemerintah buat apk aja ga becus,1,Trash apps like where the government just makes incompetent APKs,trash apps like government make incompetent apks
9f219bbb-f1d9-4a8d-88b2-0ac44543fdf2,Simple,5,Simple,simple
a772f85d-a3b0-4a87-bbb1-ac3442b512fc,belum pernah di coba daptar ke puskesmas lewat aplikasi mudah mudahan pas di gunakan bisa berfungsi dengan baik,5,"I have never tried registering at the health center via the application. Hopefully when I use it, it will work well",never tried registering health center via application hopefully use work well
ae2cb014-8bf7-48d1-ab85-88ca4db9f857,sangat memudahkan urusan kesehatan,5,makes health matters very easy,make health matter easy
71121347-b398-4fe8-907d-daf67155025b,"nyoba masuk aplikasi susah banget, kesalahan no induk kependudukan pdhal udh bner itu, sering error, pasword jg g bs tersimpan otomatis ribet bet",1,"trying to enter the application is really difficult, the ID number is wrong even though it's correct, there are often errors, the password can't be saved automatically, it's complicated.",trying enter application really difficult id number wrong even though correct often error password cant saved automatically complicated
6cb8058c-e3f7-4def-99d4-5a51786dc948,di update malah gajelas apk nya,1,"When it was updated, the apk wasn't even clear",updated apk wasnt even clear
1e8e6d44-a3f0-492c-9b86-a8bc6bf4e94e,mau buat rujukan ke rmh sakit aja susahh dan d persulit ....,1,"Even if you want to make a referral to a hospital, it's difficult and difficult....",even want make referral hospital difficult difficult
1c919be1-0cbd-48d6-acaf-5e66e837373f,Finpay pada aplikasi JKN tidak dapat di akses/dijalankan.,3,Finpay on the JKN application cannot be accessed/run.,finpay jkn application accessedrun
55a6394e-4c2e-438e-9753-fd3b95b1ba61,Membantu,5,Help,help
5a5f75a8-0547-4a2a-a53e-e5c295cae446,kenapa tiba tiba keluar login. padahal ga diapa apain.,2,why is the login suddenly exiting? even though there's nothing to do.,login suddenly exiting even though there nothing
027948f6-3473-48ba-9ab8-4c1ac9edc5f3,aplikasi ribet sampah,1,rubbish complicated application,rubbish complicated application
e8d9aeb5-f974-4afc-b956-69496d39f3d1,Tolong banget buat bisa diubah rating pelayanan nya ... Saya salah pencet tapi pas diubah susah banget,3,Please really be able to change the service rating... I pressed the wrong button but it's really hard to change it,please really able change service rating pressed wrong button really hard change
a198e8a6-35c2-4328-a539-f07a487d66a4,"aplikaai macam apa ini? perbaikan data melalui WA pandawa, dan sudah melakukanya, tapi muter terus apakah tidak bisa dipermudah? sangat merepotkan",1,"what kind of application is this? data repair via WA Pandawa, and I've done it, but can't it be made easier to keep playing? very troublesome",kind application data repair via wa pandawa ive done cant made easier keep playing troublesome
14db4d32-bc2b-4474-a982-165554704de4,"jelek bgt, org mau berobat malah dibikin repot sama aplikasi blm bener ini",1,"It's really bad, people who want to seek treatment are even bothered by this application which isn't correct",really bad people want seek treatment even bothered application isnt correct
d9460848-1a18-4187-8f3a-dac5111f8298,serius nanya ini gunanya mempermudah apa mempersulit sih untuk ambil antrean sj gagal terus,3,"I'm seriously asking, is this the point of making it easier or making it harder to get in line if it keeps failing",im seriously asking point making easier making harder get line keep failing
dd9988c0-50cc-4ad8-9224-85abda52d8ef,Aplikasi apa ini....tidak bisa verifikasi..sangat mengecawakan,1,What application is this...can't verify...very disappointing,application thiscant verifyvery disappointing
5ee0ca71-7adb-401c-a7f6-c879bf5c499b,Aplikasi ne ruwet lek.daftar ketmau ndakkenek blas py iki lek,1,The application is not available.,application available
78cf9ab6-6339-42ea-9b66-d7159d8526b9,"saya melakukan perubahan faskes pertama lewat jkn mobile, diminta toleh2 dikamera dan langsung sekali percobaan. good joob",5,"I made the first health facility change via JKN mobile, asked to look at the camera and immediately tried it once. good job",made first health facility change via jkn mobile asked look camera immediately tried good job
4f9fd3a3-b503-4d84-bb53-9d0332b482b2,"Aplikasi bikin susah, verifikasi nomor ditunggu nggak muncul2, benerin dong,",1,"The application makes it difficult, the verification number is waiting for it and it doesn't appear, please fix it, please.",application make difficult verification number waiting doesnt appear please fix please
9d086197-3d82-40da-b258-37ae46697e58,mengupdate data prosesnya cepat,5,updating data is a fast process,updating data fast process
058e3253-e76e-42ef-912d-e27898ccd300,Sering eror,1,Frequent errors,frequent error
cee8b36e-9e44-469d-8f05-1a355e864640,"apk nya tmbah ruettt.kode otp susah,mana scan wajah ngk bisa2,dari pda ruet ngk usah d buat online,,, tambah males ntr pegawenya,,,",1,"his apk add ruettt.kode otp difficult, where face scan ngk bisa2, from the ruet ngk work d made online,,, plus lazy ntr employees,,,",apk add ruetttkode otp difficult face scan ngk bisa ruet ngk work made online plus lazy ntr employee
6631b7df-80a5-478e-b6c1-183bbbfad3f9,aplikasi sampah gebisa verivikasi wajah udah berkaliÂ² gagal mulu,1,The rubbish application that can verify your face has failed many times,rubbish application verify face failed many time
af021308-7a22-4fb0-b365-fa8016413748,Jos Gandos,5,Jose Gandos,jose gandos
7f57c45c-6772-4719-974a-eeadc4e4056a,"aplikasi yg bikin emosi. susah sekali daftarnya,tinggal ngirim SMS aja untuk verifikasi,tp GK ada SMS masuk sampai berulang kali coba,tetep aja. GK dimudahkan,malah dibikin susah. ribet banget aturan sekarang",1,"an application that makes you emotional. It's very difficult to register, all you have to do is send an SMS to verify, but no SMS comes in until you try several times, it doesn't work. GK makes it easier, instead it makes it difficult. The rules are really complicated now",application make emotional difficult register send sm verify sm come try several time doesnt work gk make easier instead make difficult rule really complicated
79ae1a3f-3bff-47cd-91b4-498eaa5e8416,Alhamdulillah,5,Alhamdulillah,alhamdulillah
52d3d141-e334-4cf3-beed-56b633bf4841,Ni petugasnya pada tidur atau apa si? Kode otp aja lama banget gak dikirim2,1,Is the officer sleeping or something? The OTP code took a long time not to be sent,officer sleeping something otp code took long time sent
a41fd5c1-2e44-4dcf-89ad-0ec9203a15c8,oke,5,limit,limit
880f7253-0ce3-41e4-b4a8-e0298e3202c2,"Semoga semakin lebih baik,rakyat semakin dimudahkan",5,"Hopefully it gets better, things get easier for the people",hopefully get better thing get easier people
80d0401d-f243-4af4-8709-1507c5794835,Sangat membantu,5,Very helpful,helpful
787e6c61-efbd-43b5-91b9-9d0edaf88aa1,Bagus sekali sangat membantu,5,"Very good, very helpful",good helpful
7aad5a81-fe09-4846-b077-0ef0a4164a77,fiturnya banyak dan bagus,5,the features are many and good,feature many good
5907496c-0b32-4e25-9d97-668bcf82b557,Lemot gabisa verifikasi,1,Slow can't verify,slow cant verify
5cbf2d9e-6175-4a28-9add-e01cc7d9da94,ga guna malah dipersulit aja,1,"It's no use, it just makes it more difficult",use make difficult
3e6435f7-034f-4137-b760-bb11308c57a4,Sudah terdaftar tapi apk .kok belum verifikasi,3,It's registered but the apk hasn't been verified yet,registered apk hasnt verified yet
5e00119a-05e7-4a76-acb4-170aae400ba7,"Pelayanan nya cukup baik, lebih ditingkatkan",5,"The service is quite good, it can be improved",service quite good improved
8adc70bb-e8e4-4b7c-b9ff-548a80b937c5,merubah data jadi cepat,5,changing data quickly,changing data quickly
cc937003-34f4-4090-8e95-eaf3267c5ff2,Saya login menggunakan nomor handphone saya yang aktif tapi tiba-tiba saat ingin verifikasi nomernya tidak sesuai dengan nomor yang saya masukkan,1,I logged in using my active cellphone number but suddenly when I wanted to verify the number didn't match the number I entered,logged using active cellphone number suddenly wanted verify number didnt match number entered
1d4ef2e1-5d56-462b-831e-394a339cbeba,"ribet...,",1,"complicated...,",complicated
d3cf9645-16ad-4838-b78a-25f3603b280e,Sering minta pin baru,1,Frequently ask for new pins,frequently ask new pin
9fea5bcd-5272-4b4a-999f-cfb96e9a5dba,Ini kenapa kok baru mau daftar aja masukin NO hp gak bisa'' ferifikasi gagal terus,3,This is why I just want to register and just enter my cell phone number and it doesn't work. Verification keeps failing,want register enter cell phone number doesnt work verification keep failing
1452fe81-02a5-4bb3-9aab-f0d5ea402f7c,"apk apaan ini mau ambil antrean aja verifikasi dulu udah gitu harus hari itu juga udah gitu nomor yg terdaftar punya orang lain padahal pas daftar udh bener,mau ubah data malah suruh verif lagi, mau berobat aja di persulit gimana sih",1,"What's this apk? I want to take the queue, just verify it first, that's it, it has to be the same day and that's it, the registered number belongs to someone else, even though when I registered it was correct, I wanted to change the data but I was told to verify it again, I just wanted to get treatment, what's the problem?",whats apk want take queue verify first thats day thats registered number belongs someone else even though registered correct wanted change data told verify wanted get treatment whats problem
e6f242fb-02f5-42e2-8d7f-4cd5f542cdf1,"Aplikasi congok, nunggu 300 detik 3x buat verifikasi email. Gak dpet2 kode. Gila gila, IT pada mati kali ya ? Apa the next tsk korupsi nih ?",1,"Congok application, wait 300 seconds 3 times for email verification. Didn't get the codes. Crazy, IT is down, right? Is the next tsk corruption?",congok application wait second time email verification didnt get code crazy right next tsk corruption
3231960c-2523-4be8-aa6c-3e6f929c5b2a,Terima kasih,5,Thank You,thank
03e0ffa2-3b1d-42bf-91d3-5d4f7fc38a88,Gimana sih verifikasi wajah keluar keluar mulu?,1,How does facial verification come in and out?,facial verification come
c8be4fb7-45cb-44ea-825e-8217d3c3f426,mantap,5,solid,solid
3f8e34f8-a85b-4e68-a1c1-0b8fc8e2cb88,Ini kodes SMS smp 200 lebih detil tapi gak ada kode yg masuk,1,This is the SMS code for junior high school 200 in more detail but no code is entered,sm code junior high school detail code entered
24bd3d64-a184-4ef4-b53e-192917a4fc1a,"Nyusahin, kalo ga niat bikin apk mending gausah, bikin ribet aja",1,"Nyusahin, if you don't intend to make an apk, don't bother, just make it complicated",nyusahin dont intend make apk dont bother make complicated
50c1e7e3-ffeb-415a-95ad-bf6e8e4ce881,sangat bagus dan membatu... tapi setiap buka aplikasi selalu NIK. kok bisa,5,very good and petrifying... but every time you open the application it always has a NIK. How come,good petrifying every time open application always nik come
d9743f56-ea5a-4711-93fb-4dc631c5b047,APLIKASI JELEK UNTUK DAFTAR AKUN VERIFIKASI SMS OTP GA PERNAH MASUK PADAHAL NO HP SUDAH BENAR,1,BAD APPLICATION TO REGISTER AN ACCOUNT VERIFICATION SMS OTP NEVER ENTERS EVEN THOUGH THE PHONE NUMBER IS CORRECT,bad application register account verification sm otp never enters even though phone number correct
aee6cdd2-2120-4e71-b079-864bdef7493a,"memudahkan, dan saya puas",5,"makes it easy, and I'm satisfied",make easy im satisfied
21033ea2-83e5-4753-a712-54cee790d468,Saat mendaftar notifikasi SMS tidak pernah masuk. Padahal nomornya sudah benar,2,"When registering, SMS notifications never came. Even though the number is correct",registering sm notification never came even though number correct
873a72f3-d067-4976-8f19-f787e1be0246,Aplikasi sampah,1,Garbage app,garbage app
fd52aa22-f6f7-445a-ab39-a5c552a9962b,"aplikasi jelek,,kirim kode OTP SAJA GAK BISA,SUDAH DI COBA BERKALI KALI TETAP GA ADA KODE OTP NYA",1,"Bad application, CAN'T ONLY send OTP code, I HAVE TRIED MANY TIMES STILL NO OTP CODE",bad application cant send otp code tried many time still otp code
b4bb2908-498b-4dc3-93e6-941e646ebb59,Sangat puas,5,Very satisfied,satisfied
b6d78586-58b9-48fc-bdbd-43396bb5decf,"Biometric tidak mendeteksi wajah,kode verifikasi untuk sms ga kekirim, GW MAU CEK KEPESERTAAN AJA UDAH SUSAH",1,"Biometrics doesn't detect faces, verification code for SMS isn't sent, I WANT TO CHECK PARTICIPATION IT'S DIFFICULT",biometrics doesnt detect face verification code sm isnt sent want check participation difficult
751e58af-0651-4edb-b8bd-dd3a5621eff4,Bagus,5,Good,good
7d1929ce-ed11-454f-bfe9-152293eb7ae6,"selalu terkendala diperekaman wajah saat daftar pertama kali dicoba perekaman wajah sampai tiga kali gagal terus, tolong jangan dipersulit karna ini sangat membantu pada saat kontrol",3,It always has problems recording faces when registering. The first time you try recording a face it fails three times. Please don't make it difficult because this is very helpful when controlling.,always problem recording face registering first time try recording face fails three time please dont make difficult helpful controlling
c56cf1cf-8e47-4d08-9e68-0df9b1299a7d,Ok,5,Ok,ok
4ba28d15-d3c5-40f3-b2a0-c37a75960b2d,Malah disuru update sama aja loe nyuru kita ganti hp yg lebh tinggi versinya.. Di versi android kita dh gk da lg mobile jkn.. Harus hp model terbaru... Lue kira kita rakyat bnyak duit. Nyuru pake hp bru bru bsa download aplikasi lue,1,"In fact, being told to update is the same as asking us to change to a higher version cellphone... In our Android version, we don't have mobile anymore... You have to have the latest model cellphone... You think we are a people with a lot of money. If you use your cellphone, you can download your application",fact told update asking u change higher version cellphone android version dont mobile anymore latest model cellphone think people lot money use cellphone download application
d2c709d7-47c9-4707-929c-b5d5205fea35,Bagaimana mau pakainya OTP aja nggak ke kirim kirim stresss.,1,How do you want to use OTP instead of sending stress?,want use otp instead sending stress
1da9da5f-f21b-4b84-95e1-a57a47762e47,Update mulu. Ukurannya tambah besar,1,Update now. The size gets bigger,update size get bigger
c4f2e306-d8b5-4bf4-afd8-4690d580978a,Susah login,1,Difficult to log in,difficult log
2ee8cf26-a11e-44ea-abeb-b01e2423a2b2,"Baru daftar, dan pas mau verifikasi akun katanya harus ada pulsa, oke udah diisi pulsa. Ternyata nomor nya yg muncul tidak sesuai dengan yang didaftarkan dari awal, sehingga kode Verifikasi tidak muncul. Tolong dong, aplikasi itu harusnya mempermudah, bukan sebaliknya. Mohon diperbaiki lagi aplikasinya. Terimakasih.",2,"Just registered, and when I wanted to verify my account it said there had to be credit, okay, I've topped it up. It turned out that the number that appeared did not match the one registered from the start, so the Verification code did not appear. Please, the application should make things easier, not the other way around. Please repair the application again. Thank You.",registered wanted verify account said credit okay ive topped turned number appeared match one registered start verification code appear please application make thing easier way around please repair application thank
f36e7835-80ee-4f2f-ae47-7257e3697eba,"satu bulan gua coba buat akun ga bisa mulu, ini apk untuk mempermudah atau mempersulit siiiiiii, apa ga pernah di cek kalo apk nya lagi error!!!?????",1,"I've been trying to create an account for a month and it doesn't work, is this apk to make things easier or more difficult, have you ever checked and the apk has an error!!!?????",ive trying create account month doesnt work apk make thing easier difficult ever checked apk error
f11c3cb1-cbcc-4c93-b85b-9050d07e6828,"di update malah log out, mana lupa emailnya apaan, dah lah ribet",1,"When you update you log out, you forget what your email is, it's complicated",update log forget email complicated
dc581a55-abc5-4b37-8e5c-1f8b9d12c33f,"aplikasinya makin kesini makin susah, mau daftar antrian online di faskes 1 selalu tidak bisa.",3,"the application is getting more and more difficult, I always can't register online at health facility 1.",application getting difficult always cant register online health facility
47f69908-b25c-4091-9c80-4179b75df316,Sangat Dipermudahkan,5,Very Simplified,simplified
ffb5a3e1-00f9-4517-98c5-419dd0165ab7,maaf kak knp udh ulang-ulang sy masukin nomor sy dan sy jg udh mastiin benar nomornya tp tidak ada kode OTP yg masukkk tolong aplikasinya di perbaiki,1,"Sorry bro, why have I entered my number over and over again and I have also made sure the number is correct but no OTP code has been entered, please fix the application",sorry bro entered number also made sure number correct otp code entered please fix application
1df49953-aea2-4e06-9c03-7d5dce4bee9c,apa ini...suruh f3rivikasi wajah ..malah aplikas keluar sendiri,1,What's this... tell me to modify my face... instead the application comes out by itself,whats tell modify face instead application come
4d665bec-bf3d-4ba6-8f98-ab87518db80b,"Gak bisa dbuka,log out terus",1,"Can't open it, keep logging out",cant open keep logging
ea445aa9-4076-4325-a1ed-ba2a9ca55799,ko saya gagal terus ya veripikasi wajah nya,2,Why do I keep failing to verify her face?,keep failing verify face
a9d37dbd-de5e-4b38-b731-138f60edc7ac,Aplikasi t4ikk,1,t4ikk app,tikk app
a4f0cfcf-8011-4cf9-b021-48ca59ee182f,Pelayanan online yang prima,5,Excellent online service,excellent online service
9c9f8d42-05cd-4379-b588-14dedd2068da,sangat membantu,5,very helpful,helpful
67b4d326-7d33-4f42-80fc-52893fe68c0d,mantab,5,great,great
42c42472-b629-4bfa-8b37-f92e8c53195a,pelayanan sangat baik,5,very good service,good service
208898ca-d41c-4e44-a44b-19e373df5ed9,Muter-muter terus ga selesai-selesai,1,Play around and never finish,play around never finish
1a72d430-556a-4bba-a4c2-9a3798f30f4d,"Gimana sih, poli tidak ditemukan padahal polinya ada",1,"How come, the poly can't be found even though the poly is there",come poly cant found even though poly
96d14de3-1480-4897-97ad-a888a5662ec3,"kenapa mau login item semua padahal memori hp saya tidak penuh, saya uninstall dan download ulang aplikasi jkn ini tetap sama hasilnya ga bisa login layar hitam kayak hp hank",1,"why do I want to log in all the items even though my cellphone memory is not full, I uninstalled and re-downloaded the application but this is still the same, the result is I can't login, black screen like Hank's cellphone",want log item even though cellphone memory full uninstalled redownloaded application still result cant login black screen like hank cellphone
b083f196-31d8-4157-8240-337deeb7838d,Oke,5,Too much,much
08c81df9-af4f-47b9-bf89-38585a270f34,"aktifasi nya ribet, harus dg pulsa untuk menerima sms",1,"Activation is complicated, you have to use credit to receive SMS",activation complicated use credit receive sm
abc6ee68-9735-4c33-a836-1f561a29bea8,ok,5,ok,ok
bc149374-7c49-46f0-a29b-6a25e0e58aa4,"sulit diproses jika masuk, kalau aplikasi sudah lama tidak buka akunnya malah terkeluar sendiri",1,"It's difficult to process when logged in, if the application hasn't been opened for a long time, the account will even exit by itself",difficult process logged application hasnt opened long time account even exit
9cb41b66-a8cf-49ce-8067-4aeb4e44ef1e,kren,5,crane,crane
7c0f2d41-3faa-4769-9e3e-f876c4f2608b,verif wajah udah ribuan kali masih ga bisa taik,1,I've verified my face thousands of times and still can't get it up,ive verified face thousand time still cant get
e125315e-af57-4875-a4a8-b14118071854,"Tolong jangan bikin ribet begini,, sdh verifikasi mendfrr,, sdh bkin akun,tp akun msh blm d verifikasi, msh hrs wa pandawa... aduh tolong dong jgn bkin ribet bgni... di perbaiki dong aplikasi.nya... bikin puyeng aja",1,"Please don't make it complicated like this... I've already verified the registration, I've created an account, but the account hasn't been verified yet, you still have to wa pandawa... oh please don't make it so complicated... please fix the application... it'll just make you confused",please dont make complicated like ive already verified registration ive created account account hasnt verified yet still wa pandawa oh please dont make complicated please fix application itll make confused
8cea85a3-ce9e-4b99-b679-82db52be2790,"kalo gk butuh males bgt ini, susah amat buat masuk , bikin nambah susah",1,"If you don't need it, you're really lazy, it's really hard to get in, it makes it even more difficult",dont need youre really lazy really hard get make even difficult
b210bb0a-497b-4a0a-86ef-8f2f601899f7,Mau berobat ke faskes 1 harus pake aplikasi. Sedangkan aplikasinya force close. Kalau ga siap gausah full digital gini. Benerin dl aplikasinya br ngajak masyarakat migrasi full digital. Sekelas pemerintahan tp kacau,1,"If you want to seek treatment at health facility 1, you have to use the application. Meanwhile, the application is force close. If you're not ready, don't go full digital like this. It's true that the application invites people to fully digital migration. In the same class as government but chaotic",want seek treatment health facility use application meanwhile application force close youre ready dont go full digital like true application invite people fully digital migration class government chaotic
165ed024-fab5-420e-8842-342445ea98d0,sangat baik pelayanannya,5,very good service,good service
913e0e3d-c18e-4cb5-906e-636f69182dac,ini aplikasi bpjs niat ga sih? saya sudah bayar bpjs tetep saja di non aktifkan... sy nw daftar ga bisa bisa ini...,1,Is this a BPJS application? I've paid BPJS but it's still deactivated... I can't register now...,bpjs application ive paid bpjs still deactivated cant register
0e834cb2-e8f8-4dea-92f9-c1f0b959e0d9,terima kasih.sangat membantu .,5,thank you. very helpful.,thank helpful
dcee2aaf-3b9f-4e45-ad7a-4c5406e1c2b5,Terbantukan perubahan data2,5,Assisted with data changes2,assisted data change
9a2bed94-4a09-4755-9d2d-76c3504c0b81,sangat mudah dan membantu,5,very easy and helpful,easy helpful
03a6ef76-50ae-4a54-aba9-589e2808a6d7,aplikasi tidak berfungsi sama sekali... verifikasi selalu gagal terus,1,the app doesn't work at all... verification keeps failing all the time,app doesnt work verification keep failing time
b0eaf04b-ce59-4afe-a476-84171e1881ba,"Susaaaaaah banget login nya,,duuuuhh",1,"It's really hard to log in, duuuuhh",really hard log duuuuhh
95ec3728-1275-4e9f-9b05-b7bb2a1c933d,Telat sebentar langsung Blokir. Giliran udah dibayar leha-leha gak langsung aktif ...,1,"If you are late, immediately block. It's my turn to be paid for not being active right away...",late immediately block turn paid active right away
c7f1527c-cee1-4715-b7be-8f295d3ccca0,"Apalah server sering bermasalah, server lokal kah?",1,"Does the server often have problems, is it a local server?",server often problem local server
b4310a82-6252-45be-9691-3484bd511a16,Tolong solusi root?,5,Root solution please?,root solution please
9a84cd54-316a-49a3-a677-e5fef0132cef,Gk masuk kode verifikasinya gk jelas aplikasi pemerintah ampas,1,"The verification code doesn't enter, it's not clear that the government application is dregs",verification code doesnt enter clear government application dreg
f5bdf8a1-3f72-46f2-b18c-601cdb59a1d0,"sebagai anak IT saya menyatakan, aplikasi ini sangat buruk. tidak friendly untuk user di usia tua. fitur ribet, banyak eror dan bug, customer service buruk, tidak hanya di dunia nyata, tapi mobile nya pun burukkkkk",1,"as my IT kid states, this app is terrible. not friendly for older users. Complicated features, lots of errors and bugs, bad customer service, not only in the real world, but also on mobile",kid state app terrible friendly older user complicated feature lot error bug bad customer service real world also mobile
8348c7cb-85b4-4d39-84b9-9671c9676baf,saya tidak bisa login,1,I can't log in,cant log
910a56cd-1286-4499-bde1-8fed0fb8519d,Sy dri pagi sampe siang selalu gagal untuk pendaftaran ya kontrol nya .. Disuruh ulang2 terus... Smpe pegel,5,"From morning until noon I always failed to register, check it out... I kept being told to do it over and over again... Until I was sore",morning noon always failed register check kept told sore
efbd2b56-e932-4129-a669-a636b7499f68,Harus update terusss.. nguras memori,3,Have to keep updating... it drains memory,keep updating drain memory
49792062-99bf-41da-b13d-734dfeb61280,"jika aplikasi ini membantu, maka bantu lah agar bisa di akses menggunakan ponsel apapun, jangan mempersulit dengan pembaharuan sistem yang tidak bisa dijangkau oleh tipe android jenis lama haruskan tiap orang mengganti ponsel yang baru demi bisa mengakses aplikasi ini,tolong di pertimbangkan",1,"If this application helps, then help so that it can be accessed using any cellphone, don't make it difficult by updating the system which cannot be reached by the old type of Android. Everyone has to change to a new cellphone to be able to access this application, please consider it.",application help help accessed using cellphone dont make difficult updating system reached old type android everyone change new cellphone able access application please consider
9c8d5f29-f782-4b92-a746-f2a478d3c89b,susah.,2,hard,hard
0fa5d355-af54-4000-9cb1-9634ba8b87ec,Tidak bisa login,3,Can't log in,cant log
5293d340-4584-41b4-8aac-7b2d2f0e5b15,sejak ada aplikasi Mobile JKN berobat lbih Cpt scra ol,5,"Since there is a Mobile JKN application, treatment is quicker and faster",since mobile jkn application treatment quicker faster
95602677-8146-4c45-8cc6-2f7918a83497,cepat mantap,5,steady fast,steady fast
2afd87fb-3eb3-409d-b8f0-691a8210d250,siiiipp,5,siiiipp,siiiipp
f6dffb13-3790-4f4b-a86d-14a0f3fd7e8e,Kode OTP kok gk munculÂ² ya min? Gini amat aplikasi pemerintah. Berapa kali diulang pun tidak ada notif sms,1,"Why isn't the OTP code appearing? This is how government applications are. No matter how many times it was repeated, there was no SMS notification",isnt otp code appearing government application matter many time repeated sm notification
5ccf50b2-6a9d-4053-a5f1-554a53c7c0cf,Kenapa sulit didownload,1,Why is it difficult to download,difficult download
b10f9030-1c35-4de5-b390-543286285e14,masih banyak bug,2,there are still lots of bugs,still lot bug
d6a056ce-e8c3-43dd-9e95-77c92a00dcf4,Aplikasi nya ok punya,4,The application is ok,application ok
8a1884d7-5d99-4510-b259-f083fc405deb,Mempermudah masyarakat,5,Make things easier for society,make thing easier society
436e84de-4cbc-4d3e-bf86-1b7231e7ce8f,Aplikasi apaan verifikasi SMS aja lama banget,1,What application does SMS verification take so long?,application sm verification take long
6feaa008-87c8-4eb7-bebc-5860049e5acb,Baik,5,Good,good
55985948-ceed-42d7-9489-528765e32c17,Good,4,Good,good
6fffb129-bfa2-43a0-a92b-c6a71dafc63f,"sudah punya no rekam medis tapi buat daftar tetep gabisa, katanya ""belum punya no rekam medis"" ini gimana sii capekk banget mau berobat aja susah, tolong dong dibenerin aplikasinya ððð",1,"I already have a medical record number but I still can't register, it says ""I don't have a medical record number yet"" I'm so tired, it's really hard to get treatment, please fix the application ððð",already medical record number still cant register say dont medical record number yet im tired really hard get treatment please fix application
811d1df3-46ec-4f0a-a48b-9f71148e2595,Ok,5,Ok,ok
22fc1eda-b885-455a-ab97-bcf92efe13a5,sangat mudah cepat dan praktis,5,"very easy, fast and practical",easy fast practical
3387cd5c-68a8-4a0e-9633-67fbda7df404,Jossss,5,Jossss,jossss
4674a4ea-ec13-43f1-8c59-8d9d8c0477f6,mantap,5,solid,solid
0b15ab9c-fbdd-40c2-889c-c975aa1045a6,ini kenapa saya mau daftar nunggu kode otp nya lama banget terus pas di ulangi verifikasi gagal terus,1,"This is why I wanted to register, waiting for the OTP code for a very long time, then when I repeated it, the verification kept failing",wanted register waiting otp code long time repeated verification kept failing
82568896-9bce-45d6-b2da-510938f562c7,mohon di perbaki dari update jadwal dokter sampai updateny,1,Please correct it from updating the doctor's schedule to updating it,please correct updating doctor schedule updating
